"GeneID","Symbol"
"gene-LOC101233818|LOC101233818","LOC101233818"
"gene-ELOB|ELOB","ELOB"
"gene-BRD8|BRD8","BRD8"
"gene-ELMO2|ELMO2","ELMO2"
"gene-GJD3|GJD3","GJD3"
"gene-MVD|MVD","MVD"
"gene-NDUFC1|NDUFC1","NDUFC1"
"gene-ZFP91|ZFP91","ZFP91"
"gene-SPDEF|SPDEF","SPDEF"
"gene-CIB1|CIB1","CIB1"
"gene-HTRA2|HTRA2","HTRA2"
"gene-LOC115491011|LOC115491011","LOC115491011"
"gene-ACAD9|ACAD9","ACAD9"
"gene-CC2D1A|CC2D1A","CC2D1A"
"gene-MORC2|MORC2","MORC2"
"gene-LOC100226706|LOC100226706","LOC100226706"
"gene-CWF19L2|CWF19L2","CWF19L2"
"gene-UFC1|UFC1","UFC1"
"gene-ZNF830|ZNF830","ZNF830"
"gene-RETREG3|RETREG3","RETREG3"
"gene-LOC100189957|LOC100189957","LOC100189957"
"gene-GGA1|GGA1","GGA1"
"gene-ALYREF|ALYREF","ALYREF"
"gene-RPE|RPE","RPE"
"gene-BAHCC1|BAHCC1","BAHCC1"
"gene-XPO6|XPO6","XPO6"
"gene-ZNF821|ZNF821","ZNF821"
"gene-ALG1|ALG1","ALG1"
"gene-SREK1|SREK1","SREK1"
"gene-PLPP5|PLPP5","PLPP5"
"gene-SNX3|SNX3","SNX3"
"gene-MARF1|MARF1","MARF1"
"gene-P3H1|P3H1","P3H1"
"gene-SELENOM|SELENOM","SELENOM"
"gene-SRP72|SRP72","SRP72"
"gene-UBR3|UBR3","UBR3"
"gene-SLC25A14|SLC25A14","SLC25A14"
"gene-NAGLU|NAGLU","NAGLU"
"gene-DCTN1|DCTN1","DCTN1"
"gene-GTF2A2|GTF2A2","GTF2A2"
"gene-ELOA|ELOA","ELOA"
"gene-COX10|COX10","COX10"
"gene-MFN1|MFN1","MFN1"
"gene-CDC34|CDC34","CDC34"
"gene-MRPL16|MRPL16","MRPL16"
"gene-DOT1L|DOT1L","DOT1L"
"gene-ITPA|ITPA","ITPA"
"gene-DGKK|DGKK","DGKK"
"gene-TRMT112|TRMT112","TRMT112"
"gene-PDZD11|PDZD11","PDZD11"
"gene-PANK4|PANK4","PANK4"
"gene-ZFAND2B|ZFAND2B","ZFAND2B"
"gene-AGMAT|AGMAT","AGMAT"
"gene-AUP1|AUP1","AUP1"
"gene-PRPF4|PRPF4","PRPF4"
"gene-RPAIN|RPAIN","RPAIN"
"gene-DEPDC5|DEPDC5","DEPDC5"
"gene-WRN|WRN","WRN"
"gene-SHPRH|SHPRH","SHPRH"
"gene-RPIA|RPIA","RPIA"
"gene-IDH3B|IDH3B","IDH3B"
"gene-TBC1D20|TBC1D20","TBC1D20"
"gene-NR3C1|NR3C1","NR3C1"
"gene-WSB1|WSB1","WSB1"
"gene-RAC3|RAC3","RAC3"
"gene-YEATS2|YEATS2","YEATS2"
"gene-P4HTM|P4HTM","P4HTM"
"gene-MRPL35|MRPL35","MRPL35"
"gene-NECAP2|NECAP2","NECAP2"
"gene-G3BP2|G3BP2","G3BP2"
"gene-SPG7|SPG7","SPG7"
"gene-TCERG1|TCERG1","TCERG1"
"gene-ING4|ING4","ING4"
"gene-LZTR1|LZTR1","LZTR1"
"gene-GGA3|GGA3","GGA3"
"gene-TIMM50|TIMM50","TIMM50"
"gene-LOC115495440|LOC115495440","LOC115495440"
"gene-USP37|USP37","USP37"
"gene-FRMD7|FRMD7","FRMD7"
"gene-TAF7L|TAF7L","TAF7L"
"gene-TIMM44|TIMM44","TIMM44"
"gene-FBXW9|FBXW9","FBXW9"
"gene-B3GNT9|B3GNT9","B3GNT9"
"gene-CSNK1G3|CSNK1G3","CSNK1G3"
"gene-NDUFA1|NDUFA1","NDUFA1"
"gene-ZDHHC5|ZDHHC5","ZDHHC5"
"gene-JTB|JTB","JTB"
"gene-LLGL1|LLGL1","LLGL1"
"gene-TMEM192|TMEM192","TMEM192"
"gene-SMIM15|SMIM15","SMIM15"
"gene-PTER|PTER","PTER"
"gene-DDX39B|DDX39B","DDX39B"
"gene-SNX19|SNX19","SNX19"
"gene-NDUFAB1|NDUFAB1","NDUFAB1"
"gene-REXO1|REXO1","REXO1"
"gene-NEMF|NEMF","NEMF"
"gene-TRAF7|TRAF7","TRAF7"
"gene-CHMP1A|CHMP1A","CHMP1A"
"gene-MLX|MLX","MLX"
"gene-PSMD10|PSMD10","PSMD10"
"gene-SIRT6|SIRT6","SIRT6"
"gene-PNPLA7|PNPLA7","PNPLA7"
"gene-EIF4G1|EIF4G1","EIF4G1"
"gene-UQCRQ|UQCRQ","UQCRQ"
"gene-DNAJC7|DNAJC7","DNAJC7"
"gene-POLH|POLH","POLH"
"gene-LOC100232309|LOC100232309","LOC100232309"
"gene-C10H15orf40|C10H15orf40","C10H15orf40"
"gene-CFAP57|CFAP57","CFAP57"
"gene-BCAS3|BCAS3","BCAS3"
"gene-MUSTN1|MUSTN1","MUSTN1"
"gene-BCL10|BCL10","BCL10"
"gene-ZFYVE19|ZFYVE19","ZFYVE19"
"gene-ANKRD2|ANKRD2","ANKRD2"
"gene-DGCR6|DGCR6","DGCR6"
"gene-VPS4A|VPS4A","VPS4A"
"gene-PSMC3IP|PSMC3IP","PSMC3IP"
"gene-NRAS|NRAS","NRAS"
"gene-ZDHHC12|ZDHHC12","ZDHHC12"
"gene-ATP5MG|ATP5MG","ATP5MG"
"gene-NUCKS1|NUCKS1","NUCKS1"
"gene-MAST2|MAST2","MAST2"
"gene-TRMT2B|TRMT2B","TRMT2B"
"gene-PGGHG|PGGHG","PGGHG"
"gene-CNOT9|CNOT9","CNOT9"
"gene-LOC115495437|LOC115495437","LOC115495437"
"gene-NUBP2|NUBP2","NUBP2"
"gene-DLL3|DLL3","DLL3"
"gene-LOC140684450|LOC140684450","LOC140684450"
"gene-RAB24|RAB24","RAB24"
"gene-MTHFS|MTHFS","MTHFS"
"gene-ELP5|ELP5","ELP5"
"gene-PCSK7|PCSK7","PCSK7"
"gene-CHUK|CHUK","CHUK"
"gene-RPP38|RPP38","RPP38"
"gene-MCRS1|MCRS1","MCRS1"
"gene-NDUFA2|NDUFA2","NDUFA2"
"gene-RABGAP1|RABGAP1","RABGAP1"
"gene-MRPS36|MRPS36","MRPS36"
"gene-MAP1LC3B|MAP1LC3B","MAP1LC3B"
"gene-LOC116809029|LOC116809029","LOC116809029"
"gene-MBNL1|MBNL1","MBNL1"
"gene-SPC24|SPC24","SPC24"
"gene-LUC7L|LUC7L","LUC7L"
"gene-VMA12|VMA12","VMA12"
"gene-PHKB|PHKB","PHKB"
"gene-DGLUCY|DGLUCY","DGLUCY"
"gene-STRIP1|STRIP1","STRIP1"
"gene-PTPN23|PTPN23","PTPN23"
"gene-PPIG|PPIG","PPIG"
"gene-RBM34|RBM34","RBM34"
"gene-TBC1D23|TBC1D23","TBC1D23"
"gene-TMPO|TMPO","TMPO"
"gene-LOC115497190|LOC115497190","LOC115497190"
"gene-TSPAN31|TSPAN31","TSPAN31"
"gene-SIN3A|SIN3A","SIN3A"
"gene-XPO5|XPO5","XPO5"
"gene-LOC100223994|LOC100223994","LOC100223994"
"gene-FOXRED1|FOXRED1","FOXRED1"
"gene-RMND1|RMND1","RMND1"
"gene-PPP1R14B|PPP1R14B","PPP1R14B"
"gene-LOC140680315|LOC140680315","LOC140680315"
"gene-C5H11orf16|C5H11orf16","C5H11orf16"
"gene-SDHAF2|SDHAF2","SDHAF2"
"gene-ERN2|ERN2","ERN2"
"gene-TOE1|TOE1","TOE1"
"gene-UBE2D1|UBE2D1","UBE2D1"
"gene-MFF|MFF","MFF"
"gene-NHP2|NHP2","NHP2"
"gene-LRCH2|LRCH2","LRCH2"
"gene-ULK3|ULK3","ULK3"
"gene-TAF11|TAF11","TAF11"
"gene-TELO2|TELO2","TELO2"
"gene-LOC100227898|LOC100227898","LOC100227898"
"gene-UQCC5|UQCC5","UQCC5"
"gene-LMAN2|LMAN2","LMAN2"
"gene-PDK2|PDK2","PDK2"
"gene-COA8|COA8","COA8"
"gene-TNPO3|TNPO3","TNPO3"
"gene-SLC25A25|SLC25A25","SLC25A25"
"gene-SIRT7|SIRT7","SIRT7"
"gene-R3HDM2|R3HDM2","R3HDM2"
"gene-TCP11L2|TCP11L2","TCP11L2"
"gene-TTC31|TTC31","TTC31"
"gene-LOC100227220|LOC100227220","LOC100227220"
"gene-ZC3H13|ZC3H13","ZC3H13"
"gene-SPAST|SPAST","SPAST"
"gene-NCOA5|NCOA5","NCOA5"
"gene-DCAF1|DCAF1","DCAF1"
"gene-AKAP9|AKAP9","AKAP9"
"gene-CRTC2|CRTC2","CRTC2"
"gene-DNAJB13|DNAJB13","DNAJB13"
"gene-NUP42|NUP42","NUP42"
"gene-DKC1|DKC1","DKC1"
"gene-PIGV|PIGV","PIGV"
"gene-LOC105759741|LOC105759741","LOC105759741"
"gene-RNF41|RNF41","RNF41"
"gene-SCAF11|SCAF11","SCAF11"
"gene-COPB2|COPB2","COPB2"
"gene-KCTD9|KCTD9","KCTD9"
"gene-HDAC3|HDAC3","HDAC3"
"gene-KRI1|KRI1","KRI1"
"gene-SLC39A14|SLC39A14","SLC39A14"
"gene-CHMP2B|CHMP2B","CHMP2B"
"gene-ECD|ECD","ECD"
"gene-FIP1L1|FIP1L1","FIP1L1"
"gene-GPR87|GPR87","GPR87"
"gene-USP36|USP36","USP36"
"gene-BTBD1|BTBD1","BTBD1"
"gene-AHCYL2|AHCYL2","AHCYL2"
"gene-MICAL3|MICAL3","MICAL3"
"gene-RRP7A|RRP7A","RRP7A"
"gene-PRDX3|PRDX3","PRDX3"
"gene-LCMT1|LCMT1","LCMT1"
"gene-NT5C3B|NT5C3B","NT5C3B"
"gene-DNAJC24|DNAJC24","DNAJC24"
"gene-BUD23|BUD23","BUD23"
"gene-TBC1D12|TBC1D12","TBC1D12"
"gene-CEBPG|CEBPG","CEBPG"
"gene-LOC100228479|LOC100228479","LOC100228479"
"gene-SNAPC3|SNAPC3","SNAPC3"
"gene-LRIG2|LRIG2","LRIG2"
"gene-ATOSB|ATOSB","ATOSB"
"gene-CD8A|CD8A","CD8A"
"gene-PMS1|PMS1","PMS1"
"gene-THRAP3|THRAP3","THRAP3"
"gene-ANKRD49|ANKRD49","ANKRD49"
"gene-RAMAC|RAMAC","RAMAC"
"gene-PDS5A|PDS5A","PDS5A"
"gene-METTL5|METTL5","METTL5"
"gene-DCUN1D1|DCUN1D1","DCUN1D1"
"gene-STAMBP|STAMBP","STAMBP"
"gene-DERL3|DERL3","DERL3"
"gene-LOC101233672|LOC101233672","LOC101233672"
"gene-FAF2|FAF2","FAF2"
"gene-EIF3K|EIF3K","EIF3K"
"gene-FAM174A|FAM174A","FAM174A"
"gene-RBM6|RBM6","RBM6"
"gene-UIMC1|UIMC1","UIMC1"
"gene-LEMD2|LEMD2","LEMD2"
"gene-BRICD5|BRICD5","BRICD5"
"gene-CSTF1|CSTF1","CSTF1"
"gene-RAB13|RAB13","RAB13"
"gene-SMARCC2|SMARCC2","SMARCC2"
"gene-IP6K1|IP6K1","IP6K1"
"gene-C30H19orf53|C30H19orf53","C30H19orf53"
"gene-ATP1B4|ATP1B4","ATP1B4"
"gene-LOC100227652|LOC100227652","LOC100227652"
"gene-PHLDB1|PHLDB1","PHLDB1"
"gene-PIAS4|PIAS4","PIAS4"
"gene-COL25A1|COL25A1","COL25A1"
"gene-NSUN5|NSUN5","NSUN5"
"gene-OTUD7B|OTUD7B","OTUD7B"
"gene-LOC140684277|LOC140684277","LOC140684277"
"gene-TBL2|TBL2","TBL2"
"gene-UMPS|UMPS","UMPS"
"gene-UBE2J2|UBE2J2","UBE2J2"
"gene-TERF2|TERF2","TERF2"
"gene-CWC25|CWC25","CWC25"
"gene-LRRC49|LRRC49","LRRC49"
"gene-KLHL22|KLHL22","KLHL22"
"gene-PURB|PURB","PURB"
"gene-VAMP7|VAMP7","VAMP7"
"gene-FAM193B|FAM193B","FAM193B"
"gene-GTPBP8|GTPBP8","GTPBP8"
"gene-LOC115498404|LOC115498404","LOC115498404"
"gene-UQCRB|UQCRB","UQCRB"
"gene-B3GLCT|B3GLCT","B3GLCT"
"gene-ADCK1|ADCK1","ADCK1"
"gene-LOC105759051|LOC105759051","LOC105759051"
"gene-PPP1R12B|PPP1R12B","PPP1R12B"
"gene-POLR3B|POLR3B","POLR3B"
"gene-SNX5|SNX5","SNX5"
"gene-METTL1|METTL1","METTL1"
"gene-WWP2|WWP2","WWP2"
"gene-LOC100190649|LOC100190649","LOC100190649"
"gene-ZFAND4|ZFAND4","ZFAND4"
"gene-CHCHD4|CHCHD4","CHCHD4"
"gene-RNF113A2|RNF113A2","RNF113A2"
"gene-PA2G4|PA2G4","PA2G4"
"gene-EIF2A|EIF2A","EIF2A"
"gene-CCDC25|CCDC25","CCDC25"
"gene-LOC121468977|LOC121468977","LOC121468977"
"gene-TBCCD1|TBCCD1","TBCCD1"
"gene-LOC121468927|LOC121468927","LOC121468927"
"gene-HAX1|HAX1","HAX1"
"gene-TRAPPC3|TRAPPC3","TRAPPC3"
"gene-IK|IK","IK"
"gene-PGM2L1|PGM2L1","PGM2L1"
"gene-SH2D5|SH2D5","SH2D5"
"gene-LOC121468399|LOC121468399","LOC121468399"
"gene-USPL1|USPL1","USPL1"
"gene-DHX38|DHX38","DHX38"
"gene-CUL2|CUL2","CUL2"
"gene-BRD9|BRD9","BRD9"
"gene-TNKS1BP1|TNKS1BP1","TNKS1BP1"
"gene-CTU2|CTU2","CTU2"
"gene-BCS1L|BCS1L","BCS1L"
"gene-TRPT1|TRPT1","TRPT1"
"gene-PYGO2|PYGO2","PYGO2"
"gene-GMPPB|GMPPB","GMPPB"
"gene-ECHDC1|ECHDC1","ECHDC1"
"gene-FARSA|FARSA","FARSA"
"gene-LOC140682266|LOC140682266","LOC140682266"
"gene-DHX29|DHX29","DHX29"
"gene-TM2D1|TM2D1","TM2D1"
"gene-STT3A|STT3A","STT3A"
"gene-LOC100225858|LOC100225858","LOC100225858"
"gene-NABP2|NABP2","NABP2"
"gene-RBM27|RBM27","RBM27"
"gene-CSNK2A1|CSNK2A1","CSNK2A1"
"gene-VTI1A|VTI1A","VTI1A"
"gene-SEC23B|SEC23B","SEC23B"
"gene-VGLL1|VGLL1","VGLL1"
"gene-TMEM116|TMEM116","TMEM116"
"gene-PES1|PES1","PES1"
"gene-LARS1|LARS1","LARS1"
"gene-PGLS|PGLS","PGLS"
"gene-LOC140681262|LOC140681262","LOC140681262"
"gene-AHCYL1|AHCYL1","AHCYL1"
"gene-MAP2K7|MAP2K7","MAP2K7"
"gene-LOC140680576|LOC140680576","LOC140680576"
"gene-RIMKLB|RIMKLB","RIMKLB"
"gene-RAPSN|RAPSN","RAPSN"
"gene-TFAP4|TFAP4","TFAP4"
"gene-STIM1|STIM1","STIM1"
"gene-DDB1|DDB1","DDB1"
"gene-VPS4B|VPS4B","VPS4B"
"gene-TAPT1|TAPT1","TAPT1"
"gene-LEO1|LEO1","LEO1"
"gene-SURF2|SURF2","SURF2"
"gene-CEP131|CEP131","CEP131"
"gene-CDK7|CDK7","CDK7"
"gene-ISG20L2|ISG20L2","ISG20L2"
"gene-THOC6|THOC6","THOC6"
"gene-NEK4|NEK4","NEK4"
"gene-SIN3B|SIN3B","SIN3B"
"gene-IMPDH2|IMPDH2","IMPDH2"
"gene-CHRAC1|CHRAC1","CHRAC1"
"gene-BECN1|BECN1","BECN1"
"gene-LOC140684168|LOC140684168","LOC140684168"
"gene-LOC115497274|LOC115497274","LOC115497274"
"gene-ARPC5L|ARPC5L","ARPC5L"
"gene-LOC140680692|LOC140680692","LOC140680692"
"gene-USP20|USP20","USP20"
"gene-NUDT8|NUDT8","NUDT8"
"gene-RBMX2|RBMX2","RBMX2"
"gene-BUB1B|BUB1B","BUB1B"
"gene-THAP12|THAP12","THAP12"
"gene-TMEM268|TMEM268","TMEM268"
"gene-LOC115495502|LOC115495502","LOC115495502"
"gene-NAE1|NAE1","NAE1"
