"GeneID","Symbol"
"gene-LOC140685194|LOC140685194","LOC140685194"
"gene-GAPVD1|GAPVD1","GAPVD1"
"gene-RAB4B|RAB4B","RAB4B"
"gene-H2AX|H2AX","H2AX"
"gene-MYOZ3|MYOZ3","MYOZ3"
"gene-STIP1|STIP1","STIP1"
"gene-MNAT1|MNAT1","MNAT1"
"gene-LOC100226705|LOC100226705","LOC100226705"
"gene-CST7|CST7","CST7"
"gene-CMYA5|CMYA5","CMYA5"
"gene-EIF4B|EIF4B","EIF4B"
"gene-LOC115493336|LOC115493336","LOC115493336"
"gene-LOC140682199|LOC140682199","LOC140682199"
"gene-CHAC1|CHAC1","CHAC1"
"gene-LOC140684562|LOC140684562","LOC140684562"
"gene-CREB3L2|CREB3L2","CREB3L2"
"gene-LOC140681740|LOC140681740","LOC140681740"
"gene-PRRG3|PRRG3","PRRG3"
"gene-UPP2|UPP2","UPP2"
"gene-LOC115495437|LOC115495437","LOC115495437"
"gene-TM4SF4|TM4SF4","TM4SF4"
"gene-EPSTI1|EPSTI1","EPSTI1"
"gene-PSPH|PSPH","PSPH"
"gene-HPD|HPD","HPD"
"gene-APMAP|APMAP","APMAP"
"gene-DLL4|DLL4","DLL4"
"gene-CASQ2|CASQ2","CASQ2"
"gene-LOC100225375|LOC100225375","LOC100225375"
"gene-MEP1A|MEP1A","MEP1A"
"gene-LOC140683791|LOC140683791","LOC140683791"
"gene-LOC100222777|LOC100222777","LOC100222777"
"gene-CEBPD|CEBPD","CEBPD"
"gene-EEF1A1|EEF1A1","EEF1A1"
"gene-GALNT14|GALNT14","GALNT14"
"gene-SQSTM1|SQSTM1","SQSTM1"
"gene-LOC100226034|LOC100226034","LOC100226034"
"gene-TMCO1|TMCO1","TMCO1"
"gene-LOC140682068|LOC140682068","LOC140682068"
"gene-LOC100190436|LOC100190436","LOC100190436"
"gene-LOC100222650|LOC100222650","LOC100222650"
"gene-LOC116807842|LOC116807842","LOC116807842"
"gene-LOC100218864|LOC100218864","LOC100218864"
"gene-HDAC4|HDAC4","HDAC4"
"gene-SFMBT2|SFMBT2","SFMBT2"
"gene-RMP24|RMP24","RMP24"
"gene-CITED4|CITED4","CITED4"
"gene-LOC100223483|LOC100223483","LOC100223483"
"gene-TENT5A|TENT5A","TENT5A"
"gene-GKN2|GKN2","GKN2"
"gene-MMP17|MMP17","MMP17"
"gene-LOC121469004|LOC121469004","LOC121469004"
"gene-LOC140681738|LOC140681738","LOC140681738"
"gene-LOC140682079|LOC140682079","LOC140682079"
"gene-PROSER2|PROSER2","PROSER2"
"gene-FBXO5|FBXO5","FBXO5"
"gene-LOC140684264|LOC140684264","LOC140684264"
"gene-MED13|MED13","MED13"
"gene-HERPUD1|HERPUD1","HERPUD1"
"gene-NGEF|NGEF","NGEF"
"gene-HMOX1|HMOX1","HMOX1"
"gene-ZBTB8B|ZBTB8B","ZBTB8B"
"gene-ADGRG2|ADGRG2","ADGRG2"
"gene-CASKIN1|CASKIN1","CASKIN1"
"gene-LOC140685087|LOC140685087","LOC140685087"
"gene-BTG2|BTG2","BTG2"
"gene-LOC140681727|LOC140681727","LOC140681727"
"gene-SUZ12|SUZ12","SUZ12"
"gene-RNF186|RNF186","RNF186"
"gene-LOC115497653|LOC115497653","LOC115497653"
"gene-ZNF385B|ZNF385B","ZNF385B"
"gene-LOC140682028|LOC140682028","LOC140682028"
"gene-LOC100228027|LOC100228027","LOC100228027"
"gene-LOC140680452|LOC140680452","LOC140680452"
"gene-ARRDC3|ARRDC3","ARRDC3"
"gene-PPP2R3B|PPP2R3B","PPP2R3B"
"gene-LOC115496249|LOC115496249","LOC115496249"
"gene-FKBP4|FKBP4","FKBP4"
"gene-GATA1|GATA1","GATA1"
"gene-LOC115496960|LOC115496960","LOC115496960"
"gene-NFIX|NFIX","NFIX"
"gene-STIL|STIL","STIL"
"gene-HAL|HAL","HAL"
"gene-LOC116808070|LOC116808070","LOC116808070"
"gene-LOC105758793|LOC105758793","LOC105758793"
"gene-SERF1A|SERF1A","SERF1A"
"gene-LOC140682013|LOC140682013","LOC140682013"
"gene-P4HA2|P4HA2","P4HA2"
"gene-C9H3orf70|C9H3orf70","C9H3orf70"
"gene-LOC100218703|LOC100218703","LOC100218703"
"gene-JOSD1|JOSD1","JOSD1"
"gene-LOC100220107|LOC100220107","LOC100220107"
"gene-LOC140681047|LOC140681047","LOC140681047"
"gene-RFX1|RFX1","RFX1"
"gene-LOC116807474|LOC116807474","LOC116807474"
"gene-LOC100231510|LOC100231510","LOC100231510"
"gene-DLK1|DLK1","DLK1"
"gene-MAST2|MAST2","MAST2"
"gene-LOC101233514|LOC101233514","LOC101233514"
"gene-LOC115496564|LOC115496564","LOC115496564"
"gene-LOC140680362|LOC140680362","LOC140680362"
"gene-LOC115493860|LOC115493860","LOC115493860"
"gene-LOC100230890|LOC100230890","LOC100230890"
"gene-LOC140680365|LOC140680365","LOC140680365"
"gene-GABARAPL2|GABARAPL2","GABARAPL2"
"gene-SELENOK|SELENOK","SELENOK"
"gene-JMY|JMY","JMY"
"gene-LOC115498372|LOC115498372","LOC115498372"
"gene-RANBP9|RANBP9","RANBP9"
"gene-LOC115498212|LOC115498212","LOC115498212"
"gene-LOC140683529|LOC140683529","LOC140683529"
"gene-NPM2|NPM2","NPM2"
"gene-TNS1|TNS1","TNS1"
"gene-LOC115496557|LOC115496557","LOC115496557"
"gene-SNIP1|SNIP1","SNIP1"
"gene-LOC140680363|LOC140680363","LOC140680363"
"gene-LOC115497281|LOC115497281","LOC115497281"
"gene-MIR216B|MIR216B","MIR216B"
"gene-LOC115498601|LOC115498601","LOC115498601"
"gene-LOC100227069|LOC100227069","LOC100227069"
"gene-LOC140680364|LOC140680364","LOC140680364"
"gene-LOC101233531|LOC101233531","LOC101233531"
"gene-LOC140680366|LOC140680366","LOC140680366"
